,Company,Job type,State,date Posted,Part time/full time,Min salary,Max salary,Avg_salary,Posting_age_days,job_description
3641,New Nirwana Spa,Body Massage Therapist,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Body Massage Therapist role in Andhra Pradesh .
Average salary: $37,740."
3642,Premier India Enterprise,Field Survey Executive,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Field Survey Executive role in Maharashtra .
Average salary: $37,740."
3643,Good Life Builders and Developers Private Limited,Construction / Site Supervisor,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Construction / Site Supervisor role in Andhra Pradesh .
Average salary: $37,740."
3644,Knospe & Co.,Civil Site Engineer & Billing Engineer & Electrical Elecrical,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Civil Site Engineer & Billing Engineer & Electrical Elecrical role in Gujarat .
Average salary: $37,740."
3645,Vibrant Engineering Solutions,CNC Milling Operator,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Milling Operator role in Karnataka .
Average salary: $37,740."
3646,Hire Hubb,CNC Milling Operator,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Milling Operator role in Tamil Nadu .
Average salary: $37,740."
3647,AJS Marketing,CNC Router Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Router Operator role in Maharashtra .
Average salary: $37,740."
3648,TECHNO CAD Engineering solutions,CNC Router Operator,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Router Operator role in Gujarat .
Average salary: $37,740."
3649,Sai Laser Tech,CNC Router Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Router Operator role in Maharashtra .
Average salary: $37,740."
3650,Talentcareerhub,Milling Machine Operator,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Milling Machine Operator role in Delhi-NCR.
Average salary: $37,740."
3651,Tool Tech Industries,Milling Machine Operator,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Milling Machine Operator role in Tamil Nadu .
Average salary: $37,740."
3652,M/S K.N.B Enterprises,Milling Machine Operator,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Milling Machine Operator role in Uttar Pradesh .
Average salary: $37,740."
3653,Mary Engineering Works,CNC Lathe Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Lathe Operator role in Maharashtra .
Average salary: $37,740."
3654,Superflow Pumps Pvt. Ltd.,CNC Lathe Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Lathe Operator role in Maharashtra .
Average salary: $37,740."
3655,Shree Engineers,CNC Lathe Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"CNC Lathe Operator role in Maharashtra .
Average salary: $37,740."
3656,Parle Elizabeth Tools Private Limited,VMC Programmer,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"VMC Programmer role in Gujarat .
Average salary: $37,740."
3657,Career Planto,VMC Programmer,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"VMC Programmer role in Delhi-NCR.
Average salary: $37,740."
3658,Chickpet Donne Biryani House Hospitality Private Limited,Waiter / Steward,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Karnataka .
Average salary: $37,740."
3659,The Coconut Kitchen,Waiter / Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Maharashtra .
Average salary: $37,740."
3660,Baba Deepsingh Punjabi Dhaba,Waiter / Steward,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Gujarat .
Average salary: $37,740."
3661,The Belgian Waffle Co,Waiter / Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Maharashtra .
Average salary: $37,740."
3662,Morya Misal,Waiter / Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Maharashtra .
Average salary: $37,740."
3663,Hotel Rahman,Waiter / Steward,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Tamil Nadu .
Average salary: $37,740."
3664,Richboyz Evolve LLP,Waiter / Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Maharashtra .
Average salary: $37,740."
3665,Biryanis & Beyond,Waiter / Steward,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Karnataka .
Average salary: $37,740."
3666,Jmd Foods And Ventures,Waiter / Steward,Goa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Goa.
Average salary: $37,740."
3667,Pratik Restaurant,Waiter / Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Maharashtra .
Average salary: $37,740."
3668,Tossin Pizza,Waiter / Steward,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Delhi-NCR.
Average salary: $37,740."
3669,Fourteen Eighteen Motolife,Waiter / Steward,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Delhi-NCR.
Average salary: $37,740."
3670,Agarwal Event And Manpower Services,Waiter / Steward,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Rajasthan .
Average salary: $37,740."
3671,Ya Enterprises,Waiter / Steward,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter / Steward role in Uttar Pradesh .
Average salary: $37,740."
3672,Layam,Painter,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Tamil Nadu .
Average salary: $37,740."
3673,The Janson Enterprises,Painter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painter role in Delhi-NCR.
Average salary: $37,740."
3674,Muthoot Finance,Marketing Manager,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Marketing Manager role in Andhra Pradesh .
Average salary: $37,740."
3675,Leadtek Industries Llp,Painting Supervisor,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painting Supervisor role in Orissa .
Average salary: $37,740."
3676,Ideal Fastener India Pvt Ltd,Painting Supervisor,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Painting Supervisor role in Tamil Nadu .
Average salary: $37,740."
3677,Mangal infotech,Spray Painter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spray Painter role in Delhi-NCR.
Average salary: $37,740."
3678,S M Chillers India,Welder / Helper,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Welder / Helper role in Delhi-NCR.
Average salary: $37,740."
3679,Armatic Engineering      Private Limited,Automobile painter,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Automobile painter role in Karnataka .
Average salary: $37,740."
3680,Shubham Extrusion Machines,Spray Painter,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Spray Painter role in Gujarat .
Average salary: $37,740."
3681,Sintek Industries,Business Development Manager,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Business Development Manager role in Rajasthan .
Average salary: $37,740."
3682,Ambient HVAC Solutions,AC-HVAC Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Maharashtra .
Average salary: $37,740."
3683,Dewlite Enterprises Private Limited,AC-HVAC Technician,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Tamil Nadu .
Average salary: $37,740."
3684,DLS Aircon,AC-HVAC Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Maharashtra .
Average salary: $37,740."
3685,Mannu Bhai Service Expert,AC-HVAC Technician,Chhattisgarh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Chhattisgarh .
Average salary: $37,740."
3686,M/S - S K Refrigereation Works,AC-HVAC Technician,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Uttar Pradesh .
Average salary: $37,740."
3687,Serveguy Services,AC-HVAC Technician,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Orissa .
Average salary: $37,740."
3688,Cool Point Service Hub,AC-HVAC Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC-HVAC Technician role in Delhi-NCR.
Average salary: $37,740."
3689,We Have Solution,Refrigerator Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Refrigerator Technician role in Delhi-NCR.
Average salary: $37,740."
3690,SSJ Maria Agencies,RO Technician,Puducherry,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Puducherry .
Average salary: $37,740."
3691,National Water Treat,RO Technician,Punjab,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Punjab .
Average salary: $37,740."
3692,Swajal Water Private Limited,RO Technician,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Rajasthan .
Average salary: $37,740."
3693,Excellent Service Solutions,RO Technician,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Gujarat .
Average salary: $37,740."
3694,DrinkPrime,RO Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Delhi-NCR.
Average salary: $37,740."
3695,Euro Fores Marketing,RO Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"RO Technician role in Delhi-NCR.
Average salary: $37,740."
3696,Supreme Kitchen Equipments,Electrical Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Electrical Technician role in Maharashtra .
Average salary: $37,740."
3697,UM Facility Services,Mechanical Technician,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Mechanical Technician role in Andhra Pradesh .
Average salary: $37,740."
3698,Smart Engineering,Assembly Fitter,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Assembly Fitter role in Tamil Nadu .
Average salary: $37,740."
3699,M/s P Tech Services,Electrical Service Technician,Uttarakhand,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Electrical Service Technician role in Uttarakhand .
Average salary: $37,740."
3700,Hi-Tech Sales and Services,Cooktop / Hob/ Chimney Technician,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Cooktop / Hob/ Chimney Technician role in Gujarat .
Average salary: $37,740."
3701,Quantum Care,Electrician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Electrician role in Delhi-NCR.
Average salary: $37,740."
3702,Jay's Kerala Enterprises Opc,AC Technician,Kerela,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC Technician role in Kerela .
Average salary: $37,740."
3703,BP Enterprises,AC Technician,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC Technician role in Tamil Nadu .
Average salary: $37,740."
3704,Shlok Refrigeration,Helper,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Helper role in Maharashtra .
Average salary: $37,740."
3705,AC Repair Expert,AC Technician,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC Technician role in Delhi-NCR.
Average salary: $37,740."
3706,Vorkup,AC Technician,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC Technician role in Gujarat .
Average salary: $37,740."
3707,SR Cooling Sales and Services,AC Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"AC Technician role in Maharashtra .
Average salary: $37,740."
3708,Indus Flavour,Bartender,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Delhi-NCR.
Average salary: $37,740."
3709,Ace Hospitality & Consulting,Bartender,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Karnataka .
Average salary: $37,740."
3710,It Infotech,Bartender,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in West Bengal .
Average salary: $37,740."
3711,Euroco Multi Trade Llp,Bartender,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Maharashtra .
Average salary: $37,740."
3712,GLR Hills,Bartender,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Maharashtra .
Average salary: $37,740."
3713,Back To Source,Bartender,Chandigarh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Chandigarh.
Average salary: $37,740."
3714,Rice Bowl,Bartender,Goa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bartender role in Goa.
Average salary: $37,740."
3715,Lite Bite Foods,Steward,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Steward role in Maharashtra .
Average salary: $37,740."
3716,Star Manpower Services,Restaurant Staff,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Restaurant Staff role in Gujarat .
Average salary: $37,740."
3717,Lite Bite Foods,Waiter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Waiter role in Maharashtra .
Average salary: $37,740."
3718,Jai Hind Road Builders,Tender Executive,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Tender Executive role in Maharashtra .
Average salary: $37,740."
3719,Green Shine Constructions,Construction Labour,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Construction Labour role in Tamil Nadu .
Average salary: $37,740."
3720,Royal Finance Career,Security Guard Supervisor,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Security Guard Supervisor role in Maharashtra .
Average salary: $37,740."
3721,Tridev Overseas Talent Consultancy,Car Mechanic,Uttarakhand,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Mechanic role in Uttarakhand .
Average salary: $37,740."
3722,Kanta Deep Marketing,Labour Helper/Mazdoor,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Labour Helper/Mazdoor role in Delhi-NCR.
Average salary: $37,740."
3723,J&L Enterprise,Loader And Unloader,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Loader And Unloader role in Tamil Nadu .
Average salary: $37,740."
3724,Btc World,Labour Helper/Mazdoor,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Labour Helper/Mazdoor role in Maharashtra .
Average salary: $37,740."
3725,Creative Engineers,Labour Helper/Mazdoor,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Labour Helper/Mazdoor role in Karnataka .
Average salary: $37,740."
3726,Fashion Bazaar,Labour Helper/Mazdoor,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Labour Helper/Mazdoor role in Maharashtra .
Average salary: $37,740."
3727,Cane Station,Juice Making,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Juice Making role in Tamil Nadu .
Average salary: $37,740."
3728,2Coms Consulting Pvt Ltd.,Part Making Helper,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Part Making Helper role in Orissa .
Average salary: $37,740."
3729,SPRS Solutions,Area Sales Executive,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Area Sales Executive role in Andhra Pradesh .
Average salary: $37,740."
3730,Benmed Laboratories,Area Sales Manager,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Area Sales Manager role in West Bengal .
Average salary: $37,740."
3731,M/S S C Enterprise (Cheesiano Pizza). Mrs. Sumana Chowdhury,Pizza Chef/Maker,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Pizza Chef/Maker role in Maharashtra .
Average salary: $37,740."
3732,Tossin Pizza,Kitchen Staff,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Kitchen Staff role in Delhi-NCR.
Average salary: $37,740."
3733,Elliots Caffe,Continental Cook,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Continental Cook role in Tamil Nadu .
Average salary: $37,740."
3734,The Brew Moon Cafe,Kitchen Helper,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Kitchen Helper role in Karnataka .
Average salary: $37,740."
3735,La Farina Bianco,Pizza Chef,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Pizza Chef role in Karnataka .
Average salary: $37,740."
3736,Falam,Continental Cook,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Continental Cook role in West Bengal .
Average salary: $37,740."
3737,Argo Foods,Cook / Chef,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Cook / Chef role in Karnataka .
Average salary: $37,740."
3738,Lucky N Co.,Cook / Chef,Punjab,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Cook / Chef role in Punjab .
Average salary: $37,740."
3739,Urban Money Private Limited,Telecaller,West Bengal,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecaller role in West Bengal .
Average salary: $37,740."
3740,"Kapoor'S Kitchen Centre,Prop.Sonika Khatri",Chef,Orissa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Chef role in Orissa .
Average salary: $37,740."
3741,Klay Preschools,Caregiver,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caregiver role in Maharashtra .
Average salary: $37,740."
3742,Life Circle Health Services Private Limited,Caregiver,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Caregiver role in Andhra Pradesh .
Average salary: $37,740."
3743,Supra Montessori School,Maid,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Maid role in Karnataka .
Average salary: $37,740."
3744,AVG Corporate Consultants,Montessori Teacher,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Montessori Teacher role in Karnataka .
Average salary: $37,740."
3745,Legup,Telecaller,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecaller role in Karnataka .
Average salary: $37,740."
3746,Royaloak Incorporation Private Limited,Furniture Carpenter,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Furniture Carpenter role in Tamil Nadu .
Average salary: $37,740."
3747,Pooja Home Furniture Interior,Furniture Carpenter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Furniture Carpenter role in Maharashtra .
Average salary: $37,740."
3748,Orbit Project Consultants India Private Limited,Carpenter,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Delhi-NCR.
Average salary: $37,740."
3749,Dreamkey Interiors,Carpenter,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Andhra Pradesh .
Average salary: $37,740."
3750,Stellar Studio,Carpenter,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Karnataka .
Average salary: $37,740."
3751,Sundram Infra,Carpenter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Maharashtra .
Average salary: $37,740."
3752,Studio Digiarch,Carpenter,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Carpenter role in Maharashtra .
Average salary: $37,740."
